,User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
7325,U07326,56,Female,Lucknow,OnePlus,Android,7.3,39.9,217.9,186,3.6,8913,4.3,0.5,730,Gaming
7326,U07327,18,Female,Ahmedabad,Xiaomi,Android,2.8,47.2,144.7,45,4.4,7591,6.1,1.4,1176,Gaming
7327,U07328,58,Other,Lucknow,Oppo,Android,3.5,1.1,237.2,65,2.8,6484,7.3,3.0,1905,Education
7328,U07329,34,Male,Mumbai,Motorola,Android,8.5,18.1,17.8,64,3.5,8666,4.9,0.4,1839,Gaming
7329,U07330,24,Other,Pune,Xiaomi,Android,11.8,44.4,11.9,73,3.9,4589,5.3,4.0,1697,Social Media
7330,U07331,24,Other,Mumbai,Vivo,Android,11.1,9.7,173.1,166,1.7,2405,2.0,0.8,1101,Social Media
7331,U07332,26,Other,Hyderabad,Apple,iOS,5.3,48.7,158.1,177,2.1,3152,2.0,0.8,1856,Social Media
7332,U07333,34,Male,Jaipur,Nokia,Android,4.2,15.9,297.4,56,5.5,9159,5.1,4.4,105,Work
7333,U07334,33,Other,Bangalore,Vivo,Android,7.4,9.6,77.8,85,3.5,4014,6.2,3.8,613,Social Media
7334,U07335,56,Female,Mumbai,Realme,Android,5.8,30.9,163.3,118,1.5,5292,3.4,3.6,1628,Social Media
7335,U07336,18,Male,Kolkata,Samsung,Android,11.3,34.5,283.3,165,2.2,844,5.5,4.8,319,Work
7336,U07337,41,Other,Kolkata,Apple,iOS,6.8,27.6,220.0,82,4.4,5410,4.6,3.5,776,Entertainment
7337,U07338,39,Female,Kolkata,Oppo,Android,3.7,4.2,88.1,36,2.6,7507,1.3,4.7,571,Social Media
7338,U07339,60,Female,Kolkata,Vivo,Android,11.2,47.2,108.3,134,5.0,4354,7.5,2.7,593,Social Media
7339,U07340,55,Other,Chennai,Samsung,Android,1.9,46.3,46.3,71,1.9,1928,0.5,4.1,386,Gaming
7340,U07341,26,Female,Hyderabad,Apple,iOS,2.7,38.6,118.1,81,4.2,9124,4.5,3.7,1321,Social Media
7341,U07342,54,Male,Mumbai,Xiaomi,Android,2.0,3.5,285.3,125,0.5,1776,1.2,4.2,1986,Gaming
7342,U07343,26,Male,Ahmedabad,Motorola,Android,9.7,10.9,294.0,93,5.0,7955,0.9,0.7,1710,Gaming
7343,U07344,43,Male,Mumbai,Samsung,Android,7.8,19.1,42.8,165,4.5,1287,1.8,0.3,670,Social Media
7344,U07345,29,Female,Mumbai,Realme,Android,6.3,45.9,214.6,136,4.4,1101,5.1,0.1,796,Work
7345,U07346,39,Other,Jaipur,Vivo,Android,3.0,6.2,165.4,162,3.4,9204,7.5,1.3,1829,Entertainment
7346,U07347,15,Female,Lucknow,Oppo,Android,10.4,5.3,277.0,175,0.9,7020,4.7,2.6,1943,Entertainment
7347,U07348,47,Other,Hyderabad,Apple,iOS,9.5,49.7,263.9,72,1.6,464,1.0,3.9,543,Entertainment
7348,U07349,39,Male,Bangalore,Google Pixel,Android,7.2,5.5,146.2,199,2.6,959,6.1,4.3,1214,Social Media
7349,U07350,41,Male,Ahmedabad,Xiaomi,Android,11.1,45.0,84.1,150,4.7,1651,2.8,1.9,968,Gaming
7350,U07351,51,Female,Lucknow,Samsung,Android,2.5,7.6,243.8,37,0.5,4811,5.8,0.7,310,Education
7351,U07352,57,Other,Lucknow,Motorola,Android,2.4,37.9,149.5,126,5.0,9939,6.8,1.0,1181,Work
7352,U07353,42,Female,Pune,Samsung,Android,8.8,7.7,55.4,19,4.5,4108,5.6,2.4,800,Social Media
7353,U07354,51,Male,Kolkata,Oppo,Android,11.9,4.3,78.7,200,2.0,6511,2.3,0.9,472,Social Media
7354,U07355,34,Female,Chennai,Google Pixel,Android,2.6,4.1,155.2,33,5.0,4771,3.1,3.0,1357,Gaming
7355,U07356,26,Male,Ahmedabad,Motorola,Android,10.7,46.0,150.7,178,2.6,585,1.5,3.0,983,Entertainment
7356,U07357,42,Other,Mumbai,Google Pixel,Android,4.6,1.7,205.8,13,1.6,9493,6.8,0.0,1610,Work
7357,U07358,44,Female,Lucknow,Motorola,Android,7.0,18.8,80.0,135,4.7,4274,2.6,1.9,1615,Education
7358,U07359,49,Other,Bangalore,Apple,iOS,8.4,17.4,197.9,172,3.3,6268,7.0,3.4,679,Gaming
7359,U07360,48,Female,Bangalore,Samsung,Android,2.0,30.3,22.2,96,2.2,2020,4.0,4.3,1245,Education
7360,U07361,48,Female,Kolkata,Nokia,Android,3.9,36.9,21.2,52,5.1,9535,7.4,2.5,1632,Social Media
7361,U07362,54,Other,Lucknow,Xiaomi,Android,8.9,40.0,6.9,176,3.0,9778,1.4,1.3,1948,Gaming
7362,U07363,16,Other,Pune,Nokia,Android,7.3,2.0,284.0,117,2.0,6992,2.0,3.6,378,Education
7363,U07364,43,Female,Mumbai,Motorola,Android,3.3,1.8,197.6,136,5.1,219,6.9,2.4,334,Social Media
7364,U07365,54,Female,Jaipur,OnePlus,Android,1.9,39.5,214.9,90,1.1,5212,2.7,0.4,432,Education
7365,U07366,15,Female,Hyderabad,Vivo,Android,2.7,24.7,189.5,57,2.8,4701,7.3,1.0,1125,Gaming
7366,U07367,33,Male,Ahmedabad,Samsung,Android,6.2,30.6,38.4,94,5.2,765,2.4,2.4,1244,Gaming
7367,U07368,35,Male,Bangalore,OnePlus,Android,2.2,49.3,72.0,95,1.8,7957,6.3,0.7,1544,Social Media
7368,U07369,15,Male,Chennai,Realme,Android,5.8,14.8,109.8,85,2.9,8023,7.7,3.1,1674,Gaming
7369,U07370,26,Female,Bangalore,Motorola,Android,8.7,23.6,213.0,136,1.5,6141,1.7,3.7,409,Entertainment
7370,U07371,39,Female,Jaipur,Motorola,Android,10.1,8.6,126.7,144,0.9,5635,7.5,0.6,397,Gaming
7371,U07372,29,Female,Kolkata,Nokia,Android,11.3,2.5,123.7,162,3.0,8643,2.9,3.5,795,Entertainment
7372,U07373,60,Male,Jaipur,Apple,iOS,9.5,9.5,83.6,180,2.7,9179,1.1,4.9,943,Gaming
7373,U07374,21,Other,Bangalore,Xiaomi,Android,5.7,20.6,139.5,144,3.4,3124,3.0,2.5,1396,Entertainment
7374,U07375,35,Female,Kolkata,OnePlus,Android,7.2,25.1,227.1,24,4.8,1464,2.5,0.6,938,Gaming
7375,U07376,24,Female,Delhi,Nokia,Android,8.5,36.8,174.5,147,5.8,8121,2.9,2.6,1374,Social Media
7376,U07377,53,Male,Lucknow,Oppo,Android,2.7,19.2,42.8,26,1.6,9921,7.9,4.5,1327,Education
7377,U07378,38,Male,Jaipur,Google Pixel,Android,6.0,17.9,215.6,87,1.7,5174,7.9,3.0,1748,Gaming
7378,U07379,45,Male,Pune,Oppo,Android,7.7,11.2,207.6,185,5.3,1045,2.2,0.6,488,Social Media
7379,U07380,38,Male,Lucknow,Oppo,Android,8.9,10.8,49.4,47,2.3,8966,4.6,0.2,541,Education
7380,U07381,42,Male,Bangalore,Realme,Android,8.0,28.9,216.2,115,2.1,6911,1.8,1.0,161,Work
7381,U07382,21,Male,Pune,Motorola,Android,4.8,31.7,271.6,47,5.5,2168,1.0,2.5,1352,Education
7382,U07383,54,Female,Chennai,Nokia,Android,6.0,26.3,125.8,197,1.8,2792,2.8,1.1,764,Entertainment
7383,U07384,52,Other,Kolkata,Nokia,Android,10.7,42.6,183.3,108,3.6,6126,1.4,2.3,1633,Entertainment
7384,U07385,49,Female,Kolkata,Realme,Android,2.8,45.8,180.0,76,2.1,8470,2.8,4.0,1601,Education
7385,U07386,60,Female,Kolkata,Apple,iOS,4.4,14.7,286.3,135,2.2,5578,4.6,0.3,1442,Entertainment
7386,U07387,36,Female,Mumbai,Xiaomi,Android,2.8,21.9,5.1,160,5.8,6772,5.7,2.0,717,Gaming
7387,U07388,45,Male,Delhi,Xiaomi,Android,9.8,13.0,213.9,84,2.6,8989,3.8,0.3,807,Work
7388,U07389,58,Female,Hyderabad,Nokia,Android,3.7,41.4,94.5,108,4.3,1794,4.0,4.2,1826,Social Media
7389,U07390,24,Other,Hyderabad,Apple,iOS,10.6,48.6,141.0,12,0.6,418,4.2,0.7,1105,Entertainment
7390,U07391,37,Male,Delhi,Nokia,Android,1.2,49.6,277.7,93,4.9,9161,5.9,2.2,704,Education
7391,U07392,50,Male,Delhi,Oppo,Android,4.5,13.6,155.2,191,3.4,5622,6.9,2.7,507,Entertainment
7392,U07393,48,Male,Jaipur,Xiaomi,Android,5.8,19.0,27.3,193,4.0,9967,5.3,3.9,1289,Work
7393,U07394,55,Other,Chennai,Xiaomi,Android,3.7,13.0,159.5,12,3.2,8082,4.9,2.1,1167,Education
7394,U07395,29,Female,Kolkata,OnePlus,Android,2.3,28.7,187.3,169,5.6,8690,6.6,2.7,1453,Work
7395,U07396,49,Male,Hyderabad,Motorola,Android,4.4,4.1,264.9,20,5.6,5680,1.8,3.1,1899,Social Media
7396,U07397,16,Male,Bangalore,OnePlus,Android,10.6,12.6,237.6,179,3.6,2683,5.8,3.2,1022,Social Media
7397,U07398,50,Female,Jaipur,Realme,Android,8.8,37.7,269.1,86,5.5,1392,5.7,2.6,790,Entertainment
7398,U07399,23,Female,Ahmedabad,Realme,Android,1.1,3.8,103.9,86,0.7,5356,3.9,3.6,722,Education
7399,U07400,51,Female,Hyderabad,Nokia,Android,11.0,40.4,134.8,135,5.9,3715,6.7,2.4,511,Social Media
7400,U07401,34,Female,Chennai,Vivo,Android,8.1,12.5,48.2,57,1.2,766,4.8,2.9,824,Social Media
7401,U07402,30,Male,Chennai,Xiaomi,Android,9.1,17.8,92.3,165,3.0,416,7.6,0.3,1143,Entertainment
7402,U07403,58,Female,Delhi,Xiaomi,Android,9.8,24.7,129.9,51,4.8,7139,7.5,3.7,1110,Gaming
7403,U07404,57,Other,Pune,OnePlus,Android,6.3,21.1,244.2,126,5.3,5867,4.1,1.8,1501,Entertainment
7404,U07405,34,Male,Lucknow,Xiaomi,Android,6.0,34.4,197.2,91,4.8,8217,6.8,3.7,1673,Entertainment
7405,U07406,36,Male,Mumbai,Nokia,Android,7.2,18.2,126.4,174,3.5,3822,6.5,0.5,1919,Work
7406,U07407,35,Female,Kolkata,Motorola,Android,11.7,15.6,217.2,186,1.4,5450,4.8,4.3,1367,Education
7407,U07408,41,Female,Ahmedabad,OnePlus,Android,4.0,21.4,176.5,129,1.0,2559,7.0,0.1,985,Gaming
7408,U07409,43,Other,Pune,Vivo,Android,8.9,7.5,292.7,13,3.8,1378,6.9,0.9,395,Gaming
7409,U07410,53,Other,Jaipur,Oppo,Android,10.5,23.8,109.2,82,3.2,6554,7.2,1.5,598,Gaming
7410,U07411,55,Other,Pune,Motorola,Android,8.5,27.2,127.7,160,5.8,9910,1.0,2.6,1322,Education
7411,U07412,49,Male,Hyderabad,Samsung,Android,2.7,23.6,244.6,86,2.3,4224,4.4,2.3,1778,Education
7412,U07413,42,Female,Chennai,Apple,iOS,8.7,34.1,236.7,198,1.5,6078,5.4,0.6,997,Work
7413,U07414,44,Female,Hyderabad,Nokia,Android,4.6,9.3,293.0,33,0.6,9798,4.5,2.9,991,Gaming
7414,U07415,51,Female,Lucknow,Google Pixel,Android,4.9,36.8,285.4,164,2.6,2446,2.3,4.4,1601,Social Media
7415,U07416,56,Other,Kolkata,Realme,Android,4.6,45.2,57.7,75,5.9,2994,2.6,0.4,1436,Entertainment
7416,U07417,35,Other,Kolkata,OnePlus,Android,6.0,35.1,214.9,44,2.2,5803,7.1,1.4,955,Education
7417,U07418,34,Male,Delhi,Google Pixel,Android,5.0,3.2,70.0,200,2.8,7839,3.5,1.5,1672,Work
7418,U07419,48,Other,Hyderabad,Google Pixel,Android,9.8,17.8,66.5,100,1.7,1302,7.9,0.9,359,Education
7419,U07420,34,Female,Kolkata,Realme,Android,7.4,13.1,93.1,195,0.9,378,2.8,0.8,568,Education
7420,U07421,58,Female,Pune,Apple,iOS,10.7,1.8,283.1,38,4.0,2822,6.1,2.1,1600,Social Media
7421,U07422,37,Other,Chennai,Xiaomi,Android,9.4,3.7,218.3,122,1.2,1322,1.9,2.1,1971,Entertainment
7422,U07423,27,Male,Kolkata,Oppo,Android,10.3,43.4,10.0,72,1.0,1651,7.7,1.3,1069,Entertainment
7423,U07424,51,Male,Ahmedabad,Vivo,Android,8.5,22.4,221.3,18,5.6,8299,4.7,3.2,1946,Work
7424,U07425,35,Female,Ahmedabad,Oppo,Android,10.3,13.1,279.9,55,4.4,6162,3.7,3.9,1197,Gaming
7425,U07426,40,Male,Hyderabad,Nokia,Android,11.1,12.5,274.3,89,3.5,5865,2.0,2.8,1417,Gaming
7426,U07427,35,Other,Kolkata,Motorola,Android,8.1,17.2,157.8,35,2.8,709,4.2,4.8,1581,Gaming
7427,U07428,35,Other,Kolkata,OnePlus,Android,2.0,19.6,296.0,32,2.1,6673,7.7,4.0,1516,Work
7428,U07429,60,Female,Jaipur,Samsung,Android,5.5,25.5,17.3,190,1.1,1965,0.6,1.8,1898,Education
7429,U07430,58,Other,Bangalore,Motorola,Android,6.5,27.0,256.3,21,4.9,3578,8.0,4.7,823,Gaming
7430,U07431,32,Female,Ahmedabad,Realme,Android,11.7,2.1,270.8,23,2.0,9206,6.9,4.5,945,Work
7431,U07432,15,Female,Lucknow,Apple,iOS,6.2,12.8,63.2,93,3.4,8886,2.1,3.6,1506,Entertainment
7432,U07433,51,Female,Hyderabad,Apple,iOS,11.3,28.4,215.3,38,5.4,400,6.3,0.3,1622,Education
7433,U07434,33,Other,Chennai,Samsung,Android,9.0,7.6,232.0,90,1.8,5767,6.7,2.6,761,Gaming
7434,U07435,28,Male,Chennai,Vivo,Android,7.7,1.9,89.9,189,2.6,8881,6.9,0.8,1342,Education
7435,U07436,47,Other,Mumbai,Motorola,Android,2.2,39.7,264.9,141,0.6,8499,7.1,4.9,479,Entertainment
7436,U07437,52,Male,Ahmedabad,OnePlus,Android,3.7,3.0,215.3,25,1.0,6561,3.2,0.5,596,Gaming
7437,U07438,60,Male,Lucknow,Samsung,Android,7.2,38.0,164.0,102,5.1,1233,3.1,3.3,1278,Entertainment
7438,U07439,55,Female,Hyderabad,Motorola,Android,7.5,45.6,153.8,68,5.0,4460,1.5,1.1,303,Work
7439,U07440,50,Female,Bangalore,Oppo,Android,9.6,2.2,228.1,60,2.1,3125,0.8,3.1,803,Education
7440,U07441,28,Female,Mumbai,Xiaomi,Android,9.6,37.2,52.5,192,4.4,9939,1.6,4.8,1588,Entertainment
7441,U07442,56,Male,Bangalore,Xiaomi,Android,5.6,28.2,75.9,48,4.3,4211,3.3,4.7,1132,Social Media
7442,U07443,50,Female,Bangalore,Nokia,Android,2.1,12.5,184.6,151,2.6,1669,7.2,1.1,1964,Work
7443,U07444,39,Male,Hyderabad,Xiaomi,Android,1.3,47.4,152.5,121,1.2,4078,7.4,0.6,1209,Social Media
7444,U07445,52,Male,Chennai,Motorola,Android,11.7,41.5,254.8,154,0.9,3054,7.2,4.1,527,Social Media
7445,U07446,48,Female,Delhi,Samsung,Android,5.6,22.3,202.4,137,4.7,8146,1.2,4.2,1351,Gaming
7446,U07447,52,Male,Bangalore,Oppo,Android,1.9,25.9,255.7,21,1.0,9462,1.5,1.8,304,Entertainment
7447,U07448,36,Female,Lucknow,OnePlus,Android,6.9,39.0,207.9,118,4.1,3748,1.9,2.7,245,Gaming
7448,U07449,28,Male,Bangalore,Xiaomi,Android,9.9,12.1,129.2,166,2.1,2458,4.6,0.1,1876,Gaming
7449,U07450,31,Male,Ahmedabad,Nokia,Android,3.2,29.1,23.6,36,2.7,4554,4.7,1.9,1782,Work
7450,U07451,40,Female,Chennai,Realme,Android,1.1,6.7,15.6,82,1.4,1627,6.8,3.5,1693,Work
7451,U07452,38,Other,Pune,Realme,Android,11.5,6.0,271.2,131,2.6,2483,1.7,3.0,1222,Social Media
7452,U07453,29,Female,Kolkata,Motorola,Android,1.5,27.0,69.5,156,1.9,1813,6.2,1.4,1485,Work
7453,U07454,48,Male,Pune,Nokia,Android,1.1,28.5,162.2,15,2.5,2214,6.6,0.9,608,Education
7454,U07455,53,Other,Ahmedabad,Apple,iOS,6.4,35.9,133.8,116,1.8,6875,5.0,1.6,1707,Education
7455,U07456,52,Female,Pune,Xiaomi,Android,11.9,36.4,283.4,17,3.4,4514,7.5,3.7,1166,Gaming
7456,U07457,27,Female,Chennai,Motorola,Android,4.3,22.6,266.2,130,2.7,7777,0.8,0.6,1345,Social Media
7457,U07458,40,Male,Kolkata,Nokia,Android,6.1,26.1,12.4,176,1.9,106,6.8,0.3,174,Entertainment
7458,U07459,58,Female,Kolkata,Realme,Android,8.4,45.4,160.4,171,1.1,7765,2.1,0.2,610,Education
7459,U07460,53,Other,Mumbai,Apple,iOS,11.4,2.6,93.1,97,4.8,3560,4.7,4.9,828,Work
7460,U07461,23,Other,Bangalore,OnePlus,Android,6.8,41.4,197.7,11,1.5,2472,4.2,5.0,732,Social Media
7461,U07462,51,Female,Delhi,OnePlus,Android,11.4,42.2,186.0,11,2.7,3751,6.8,1.0,1180,Gaming
7462,U07463,24,Other,Jaipur,Motorola,Android,9.4,27.4,247.9,60,2.5,3119,7.4,1.0,1289,Entertainment
7463,U07464,43,Other,Bangalore,Nokia,Android,5.7,23.6,186.2,110,3.2,3547,5.6,3.0,1415,Entertainment
7464,U07465,33,Other,Chennai,Apple,iOS,1.7,21.2,183.2,172,5.2,3746,2.2,1.7,1707,Education
7465,U07466,48,Female,Mumbai,Google Pixel,Android,4.2,35.8,167.1,171,0.7,2817,7.3,1.6,1396,Entertainment
7466,U07467,22,Female,Bangalore,Motorola,Android,11.4,34.9,165.9,135,1.9,7932,7.8,0.1,812,Entertainment
7467,U07468,21,Other,Kolkata,Xiaomi,Android,8.2,24.1,8.1,73,5.7,1062,2.8,1.2,1604,Education
7468,U07469,18,Male,Ahmedabad,Apple,iOS,4.5,49.7,92.3,185,1.9,2896,3.5,4.1,1711,Social Media
7469,U07470,28,Other,Jaipur,Realme,Android,7.5,18.0,262.8,114,2.6,8522,6.6,1.9,970,Social Media
7470,U07471,56,Female,Ahmedabad,Google Pixel,Android,9.7,1.1,62.9,94,2.9,6922,1.8,4.4,1758,Social Media
7471,U07472,55,Other,Delhi,Realme,Android,1.5,24.8,267.4,80,4.6,3293,2.9,2.3,671,Gaming
7472,U07473,22,Other,Delhi,Google Pixel,Android,1.4,47.1,60.6,143,4.1,1032,1.7,3.0,782,Social Media
7473,U07474,18,Male,Lucknow,OnePlus,Android,3.4,18.7,245.8,22,5.4,811,7.4,1.8,467,Social Media
7474,U07475,34,Other,Ahmedabad,Google Pixel,Android,8.9,32.5,76.1,37,2.5,4845,5.3,2.7,1285,Gaming
7475,U07476,44,Female,Chennai,Xiaomi,Android,3.4,30.7,239.8,30,2.0,5581,3.6,4.3,333,Entertainment
7476,U07477,49,Other,Mumbai,Xiaomi,Android,3.9,23.2,23.0,119,5.5,5448,0.7,4.2,953,Education
7477,U07478,56,Female,Pune,Samsung,Android,1.2,19.2,44.6,130,1.3,2411,4.2,2.5,1612,Social Media
7478,U07479,22,Female,Pune,Nokia,Android,7.5,8.0,223.1,131,0.9,7530,1.2,4.1,290,Social Media
7479,U07480,34,Female,Kolkata,Xiaomi,Android,7.6,9.4,48.4,124,1.7,3718,2.2,2.3,1919,Education
7480,U07481,54,Other,Ahmedabad,OnePlus,Android,4.9,26.4,80.6,27,2.1,6126,6.8,1.7,906,Gaming
7481,U07482,34,Other,Mumbai,Nokia,Android,10.1,47.2,20.0,16,2.4,1151,7.9,3.7,669,Education
7482,U07483,45,Female,Delhi,Nokia,Android,11.9,49.6,182.5,71,3.3,7369,7.3,0.3,1882,Social Media
7483,U07484,27,Other,Pune,OnePlus,Android,4.0,39.9,226.5,172,1.8,7715,5.6,2.0,1794,Social Media
7484,U07485,36,Male,Lucknow,Vivo,Android,1.2,17.6,102.6,159,5.6,1845,1.3,4.6,1128,Social Media
7485,U07486,16,Female,Bangalore,Apple,iOS,11.3,15.3,39.6,45,1.0,1299,0.6,1.6,602,Work
7486,U07487,36,Other,Delhi,Google Pixel,Android,7.6,8.8,250.6,56,2.9,7155,7.2,1.0,1329,Education
7487,U07488,39,Male,Bangalore,Realme,Android,7.6,21.3,135.7,22,2.6,9507,1.3,1.3,1322,Work
7488,U07489,15,Other,Lucknow,Nokia,Android,7.1,31.2,248.3,174,2.2,329,4.0,0.8,1771,Entertainment
7489,U07490,48,Male,Ahmedabad,Realme,Android,8.8,19.4,269.3,83,1.4,824,5.9,2.6,739,Work
7490,U07491,23,Other,Hyderabad,Apple,iOS,10.8,42.4,203.3,71,4.3,9151,2.9,4.5,1021,Social Media
7491,U07492,24,Male,Ahmedabad,Samsung,Android,9.4,8.4,260.2,169,2.6,3240,5.5,1.5,1454,Entertainment
7492,U07493,44,Male,Jaipur,Samsung,Android,7.1,43.8,246.7,145,4.5,1747,1.6,2.7,108,Gaming
7493,U07494,21,Other,Lucknow,Xiaomi,Android,9.6,39.7,260.3,48,2.4,3024,3.5,3.5,204,Education
7494,U07495,27,Male,Delhi,Oppo,Android,8.4,24.8,196.9,34,1.7,6520,5.4,4.1,474,Social Media
7495,U07496,20,Female,Lucknow,Realme,Android,8.6,15.5,130.7,152,1.2,5195,7.3,0.6,129,Education
7496,U07497,25,Female,Ahmedabad,Vivo,Android,11.2,25.7,139.7,135,3.6,2619,2.4,2.3,964,Social Media
7497,U07498,58,Other,Ahmedabad,OnePlus,Android,5.0,8.7,183.2,176,2.7,1000,3.2,0.2,1969,Gaming
7498,U07499,19,Other,Ahmedabad,Oppo,Android,3.2,35.2,94.9,17,1.1,6569,4.8,0.5,957,Gaming
7499,U07500,31,Male,Kolkata,Vivo,Android,8.8,49.2,76.5,180,4.1,4284,2.6,1.1,1901,Gaming
7500,U07501,52,Male,Bangalore,Google Pixel,Android,3.4,27.5,174.2,47,0.8,2326,4.0,1.0,181,Entertainment
7501,U07502,23,Other,Pune,Apple,iOS,9.6,1.4,113.1,81,3.2,3745,7.3,2.5,1538,Education
7502,U07503,47,Male,Bangalore,Apple,iOS,8.5,23.6,18.5,130,4.3,7324,2.5,1.4,366,Entertainment
7503,U07504,41,Other,Chennai,Nokia,Android,10.9,49.5,211.6,162,3.2,7120,7.1,1.9,1513,Gaming
7504,U07505,31,Female,Chennai,Xiaomi,Android,8.5,42.8,248.9,157,4.5,7094,2.5,2.4,1977,Social Media
7505,U07506,26,Other,Mumbai,Google Pixel,Android,8.4,42.9,197.4,122,2.5,2881,3.0,3.5,1307,Gaming
7506,U07507,30,Other,Mumbai,Apple,iOS,2.7,4.2,184.4,115,3.3,8718,1.7,2.4,1124,Education
7507,U07508,27,Male,Pune,Samsung,Android,1.4,31.3,86.8,175,5.0,2764,4.1,0.8,1125,Work
7508,U07509,18,Other,Chennai,Apple,iOS,7.8,26.4,176.5,12,3.6,9354,3.2,3.2,1513,Education
7509,U07510,33,Male,Kolkata,Vivo,Android,1.7,33.0,129.8,170,1.1,9227,4.5,4.4,1275,Education
7510,U07511,15,Male,Hyderabad,Nokia,Android,6.1,33.1,183.1,181,4.8,2253,7.6,0.4,261,Entertainment
7511,U07512,27,Other,Pune,Realme,Android,9.4,41.8,210.9,116,2.1,9821,4.9,3.4,368,Social Media
7512,U07513,46,Female,Kolkata,Vivo,Android,5.2,30.1,176.7,46,5.6,1187,0.9,0.3,1984,Entertainment
7513,U07514,28,Male,Hyderabad,Samsung,Android,2.6,34.9,275.8,79,2.9,6496,6.5,2.4,1792,Social Media
7514,U07515,34,Male,Ahmedabad,Realme,Android,2.6,22.8,161.6,145,4.7,8626,3.7,4.3,1119,Social Media
7515,U07516,55,Male,Jaipur,Apple,iOS,11.1,39.5,200.5,100,2.3,5509,2.3,3.3,1354,Gaming
7516,U07517,27,Female,Chennai,Oppo,Android,2.2,18.0,108.2,134,2.0,6248,7.6,1.6,1622,Entertainment
7517,U07518,29,Female,Pune,Xiaomi,Android,5.5,49.8,292.7,153,5.5,6303,4.1,0.2,741,Gaming
7518,U07519,23,Other,Lucknow,Google Pixel,Android,7.5,25.8,201.4,169,3.0,6634,2.4,3.4,1026,Education
7519,U07520,41,Female,Chennai,Xiaomi,Android,6.4,19.9,294.8,109,1.5,2979,5.4,3.5,374,Entertainment
7520,U07521,47,Other,Kolkata,Motorola,Android,6.2,22.9,197.4,73,1.3,6706,1.2,2.6,841,Education
7521,U07522,30,Other,Bangalore,OnePlus,Android,5.8,11.5,98.8,65,0.9,2354,4.2,4.5,474,Entertainment
7522,U07523,39,Male,Bangalore,Realme,Android,10.2,29.0,49.9,10,1.6,4116,3.7,4.5,869,Gaming
7523,U07524,47,Other,Jaipur,Oppo,Android,9.8,2.7,83.6,92,4.6,9217,1.3,3.0,1849,Entertainment
7524,U07525,54,Female,Jaipur,Vivo,Android,11.9,18.4,277.8,126,1.7,4494,7.9,2.8,614,Education
7525,U07526,22,Female,Hyderabad,Nokia,Android,3.0,22.3,82.9,36,3.7,9713,1.2,0.1,157,Education
7526,U07527,60,Female,Lucknow,Nokia,Android,10.0,34.6,156.7,83,1.6,9819,7.1,2.2,371,Education
7527,U07528,26,Other,Bangalore,Apple,iOS,2.7,45.9,39.6,108,4.2,3132,6.6,1.6,1278,Entertainment
7528,U07529,18,Male,Chennai,OnePlus,Android,7.2,3.5,137.6,111,2.4,4208,0.6,2.9,1762,Gaming
7529,U07530,25,Female,Mumbai,Vivo,Android,4.6,25.4,13.2,79,2.1,5013,6.5,2.7,563,Education
7530,U07531,17,Male,Kolkata,OnePlus,Android,7.2,48.8,85.3,93,4.9,6491,3.4,2.8,948,Work
7531,U07532,31,Male,Bangalore,Oppo,Android,11.8,43.6,145.7,44,4.2,9890,2.9,0.7,343,Gaming
7532,U07533,33,Male,Hyderabad,Vivo,Android,6.7,44.7,246.3,191,2.9,2624,1.5,3.6,425,Social Media
7533,U07534,23,Other,Pune,Nokia,Android,11.5,14.7,210.5,75,4.8,9513,4.1,0.2,1896,Gaming
7534,U07535,37,Other,Ahmedabad,Samsung,Android,3.4,22.4,94.0,96,1.0,4196,7.2,2.0,600,Work
7535,U07536,16,Female,Mumbai,Xiaomi,Android,4.6,46.2,239.1,114,2.6,5552,6.8,1.4,485,Social Media
7536,U07537,17,Other,Bangalore,Oppo,Android,1.9,50.0,79.7,124,4.9,645,3.8,4.1,140,Education
7537,U07538,26,Female,Jaipur,Apple,iOS,2.8,14.2,24.0,148,2.5,7035,5.2,1.8,513,Social Media
7538,U07539,50,Other,Pune,Samsung,Android,5.9,15.8,73.1,135,3.6,547,1.2,3.2,1779,Gaming
7539,U07540,45,Female,Lucknow,Google Pixel,Android,4.6,7.6,13.7,35,4.0,9581,7.9,0.3,1816,Education
7540,U07541,54,Male,Lucknow,Oppo,Android,8.6,10.0,94.6,189,3.5,5035,3.5,2.1,1259,Work
7541,U07542,27,Male,Mumbai,OnePlus,Android,6.1,16.8,215.3,110,2.4,641,2.5,4.9,1532,Entertainment
7542,U07543,28,Male,Jaipur,Motorola,Android,7.0,5.0,270.3,138,1.6,9065,2.6,4.0,407,Gaming
7543,U07544,20,Male,Chennai,Xiaomi,Android,9.7,15.7,112.6,111,2.8,7953,1.0,3.0,953,Gaming
7544,U07545,58,Other,Ahmedabad,Nokia,Android,8.6,38.3,69.1,187,5.5,8585,6.7,2.9,1888,Work
7545,U07546,59,Other,Hyderabad,Apple,iOS,5.8,41.5,260.7,10,3.5,2674,5.8,2.5,217,Work
7546,U07547,48,Other,Ahmedabad,Vivo,Android,1.1,32.9,171.0,181,2.0,4435,5.3,2.2,1341,Gaming
